adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,theaters,total_gross,year
"$24,400","$45,900",N/A,4/19,Magnolia,Documentary,The China Hustle,3/30,156,R,"March 30, 2018",1 hrs. 24 min.,Magn.,20,"$48,650",2018
"$43,400","$43,400",N/A,-,Neon,Thriller,Revenge (2018),5/11,157,R,"May 11, 2018",1 hrs. 48 min.,Neon,36,"$45,924",2018
"$7,900","$41,800",N/A,-,Abramorama,Documentary,Summer in the Forest,3/23,158,Unrated,"March 23, 2018",1 hrs. 48 min.,Abr.,6,"$44,242",2018
"$15,000","$40,400",N/A,2/25,Zealous Productions,Crime Drama,First We Take Brooklyn,2/9,159,Unrated,"February 9, 2018",1 hrs. 31 min.,ZP,5,"$42,812",2018
"$11,100","$39,600",N/A,3/4,Vertical Entertainment,Drama,Golden Exits,2/9,160,R,"February 9, 2018",1 hrs. 34 min.,VE,11,"$41,888",2018
"$3,200","$37,900",N/A,3/8,Shout! Factory,Comedy,Humor Me,1/12,161,Unrated,"January 12, 2018",1 hrs. 33 min.,Shout!,5,"$40,099",2018
n/a,"$37,800",N/A,3/22,Great Point,Drama,Submission,3/2,162,Unrated,"March 2, 2018",1 hrs. 46 min.,Great Point,39,"$39,985",2018
n/a,"$37,100",N/A,-,"Darin Southam Endeavor, Inc.",Action,Reign of Judges: Title of Liberty - Concept Short,3/15,163,Unrated,"March 15, 2018",0 hrs. 14 min.,Darin Southa,1,"$39,262",2018
"$8,300","$36,400",N/A,-,Film Movement,Western,The Great Silence (2018 re-release),3/30,164,Unrated,"March 30, 2018",1 hrs. 45 min.,FM,6,"$38,572",2018
n/a,"$35,400",N/A,-,Paladin,Comedy / Drama,Krystal,4/13,165,R,"April 13, 2018",1 hrs. 30 min.,Pala.,86,"$37,516",2018
"$14,200","$35,000",N/A,3/22,Well Go USA,Comedy,Girls vs Gangsters,3/9,166,Unrated,"March 9, 2018",2 hrs. 18 min.,WGUSA,4,"$37,115",2018
"$6,300","$35,000",N/A,-,Cinema Guild,Drama,Western,2/16,167,Unrated,"February 16, 2018",2 hrs. 0 min.,CGld,7,"$37,086",2018
"$5,300","$34,600",N/A,4/5,GKIDS,Animation,Mind Game (2017 re-release),2/16,168,Unrated,"February 16, 2018",1 hrs. 43 min.,GK,7,"$36,613",2018
"$16,200","$33,700",N/A,2/15,Oscilloscope Pictures,Documentary,The Road Movie,1/19,169,Unrated,"January 19, 2018",1 hrs. 7 min.,Osci.,19,"$35,757",2018
"$4,600","$33,100",N/A,-,Film Movement,Comedy,Bye Bye Germany,4/13,170,Unrated,"April 13, 2018",1 hrs. 42 min.,FM,6,"$35,106",2018
"$7,600","$32,600",N/A,3/22,Janus Films,Foreign,24 Frames,2/2,171,Unrated,"February 2, 2018",1 hrs. 54 min.,Jan.,2,"$34,482",2018
"$8,200","$31,700",N/A,-,Kino Lorber,Documentary,Hitler's Hollywood,4/11,172,Unrated,"April 11, 2018",1 hrs. 45 min.,KL,3,"$33,564",2018
"$5,900","$31,400",N/A,4/15,Gravitas Ventures,Documentary,The Gardener,3/30,173,Unrated,"March 30, 2018",1 hrs. 24 min.,Grav.,1,"$33,284",2018
"$6,000","$29,200",N/A,2/15,IFC,Drama,A Ciambra,1/19,174,Unrated,"January 19, 2018",1 hrs. 58 min.,IFC,6,"$30,988",2018
"$7,800","$27,900",N/A,2/15,Janus Films,Drama,Memories of Underdevelopment (2017 re-release),1/12,175,Unrated,"January 12, 2018",1 hrs. 37 min.,Jan.,1,"$29,647",2018
"$6,100","$27,300",N/A,-,Rialto,Drama,Le Corbeau (2018 re-issue),4/20,176,Unrated,"April 20, 2018",1 hrs. 33 min.,Rialto,1,"$28,885",2018
"$3,800","$27,200",,-,,,The Heart of Nuba,4/6,177,,,,Abr.,4,,2018
n/a,"$25,200",N/A,-,Gathr Films,Documentary,PGS Intuition,1/16,178,Unrated,"January 16, 2018",1 hrs. 23 min.,Gathr,4,"$26,661",2018
"$6,100","$24,900",N/A,4/19,Janus Films,Drama,Belle de jour (2018 re-release),3/23,179,R,"March 23, 2018",1 hrs. 40 min.,Jan.,3,"$26,331",2018
"$7,600","$24,600",N/A,3/1,Indican,Crime Thriller,Ridge Runners,1/19,180,Unrated,"January 19, 2018",1 hrs. 21 min.,Indic.,7,"$26,019",2018
"$12,900","$22,900",N/A,4/19,CJ Entertainment,Action Drama,Seven Years of Night,4/6,181,Unrated,"April 6, 2018",2 hrs. 3 min.,CJ,4,"$24,281",2018
"$3,300","$22,500",N/A,4/19,Music Box Films,Drama,Vazante,1/12,182,Unrated,"January 12, 2018",1 hrs. 56 min.,MBox,6,"$23,884",2018
"$6,700","$21,700",N/A,-,Rialto,Crime Drama,Quai des Orfevres (2018 Re-issue),4/13,183,Unrated,"April 13, 2018",1 hrs. 46 min.,Rialto,1,"$22,998Domestic Lifetime Gross: $175,959",2018
"$21,500","$21,500",N/A,-,Magnolia,Documentary,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,5/11,184,Unrated,"May 11, 2018",1 hrs. 18 min.,Magn.,2,"$22,717",2018
"$2,400","$21,300",N/A,-,Super,Crime Drama,Racer & the Jailbird,5/4,185,R,"May 4, 2018",2 hrs. 10 min.,Super,48,"$22,563",2018
"$9,600","$20,800",N/A,-,Hannover House,Horror,Death House,3/2,186,R,"March 2, 2018",1 hrs. 33 min.,Hann.,7,"$21,986",2018
n/a,"$20,600",N/A,2/28,Fathom,Horror,Primal Rage: The Bigfoot Reborn,2/27,187,R,"February 27, 2018",1 hrs. 46 min.,Fathom,122,"$21,903",2018
"$2,700","$19,500",N/A,-,Strand,Drama,The Workshop,3/23,188,Not Yet Rated,"March 23, 2018",1 hrs. 53 min.,Strand,8,"$20,624",2018
"$7,100","$19,300",N/A,-,Music Box Films,Drama,The Guardians,5/4,189,R,"May 4, 2018",2 hrs. 18 min.,MBox,3,"$20,428",2018
"$4,600","$19,100",N/A,3/15,IFC,Horror,The Cured,2/23,190,R,"February 23, 2018",1 hrs. 35 min.,IFC,29,"$20,261",2018
"$5,600","$18,900",N/A,4/1,Janus Films,Foreign,Eight Hours Don't Make a Day (2018 re-release),3/16,191,Unrated,"March 16, 2018",7 hrs. 56 min.,Jan.,1,"$19,987",2018
"$6,500","$18,100",N/A,2/22,IFC,Comedy,The Female Brain,2/9,192,Unrated,"February 9, 2018",1 hrs. 38 min.,IFC,26,"$19,225",2018
"$3,200","$18,000",N/A,4/5,Oscilloscope Pictures,Drama,November (2018),2/23,193,Unrated,"February 23, 2018",1 hrs. 55 min.,Osci.,8,"$19,084",2018
"$5,300","$17,900",N/A,4/22,Icarus Films,Documentary,In the Intense Now,1/31,194,Unrated,"January 31, 2018",2 hrs. 7 min.,Icar.,1,"$19,018",2018
"$7,400","$17,800",N/A,-,The Orchard,Documentary,The Devil and Father Amorth,4/20,195,Unrated,"April 20, 2018",1 hrs. 8 min.,Orch.,8,"$18,802",2018
"$10,700","$17,500",N/A,3/11,Parade Deck Films,Thriller,Desolation,1/26,196,Unrated,"January 26, 2018",1 hrs. 29 min.,PDF,3,"$18,490",2018
"$4,500","$17,200",N/A,2/8,IFC,Comedy / Drama,Freak Show,1/12,197,Unrated,"January 12, 2018",1 hrs. 35 min.,IFC,9,"$18,216",2018
"$3,300","$16,700",N/A,4/12,Cohen Media Group,Comedy / Drama,King of Hearts (2018 re-release),2/23,198,Unrated,"February 23, 2018",1 hrs. 42 min.,Cohen,4,"$17,646",2018
"$16,600","$16,600",N/A,-,Parade Deck Films,Crime,Goodland,5/11,199,Unrated,"May 11, 2018",1 hrs. 24 min.,PDF,2,"$17,621",2018
n/a,"$16,600",N/A,-,Gathr Films,Drama,Kuleana,4/13,200,PG-13,"April 13, 2018",1 hrs. 35 min.,Gathr,6,"$17,603",2018
"$3,700","$16,500",N/A,-,Indican,Sci-Fi,Apocalypsis,3/2,201,Unrated,"March 2, 2018",1 hrs. 30 min.,Indic.,2,"$17,458",2018
"$16,100","$16,100",N/A,-,Well Go USA,Sports Drama,Champion (2018),5/11,202,Unrated,"May 11, 2018",1 hrs. 48 min.,WGUSA,2,"$17,095",2018
n/a,"$16,000",N/A,-,Gathr Films,Documentary,Mantra: Sounds into Silence,4/20,203,Unrated,"April 20, 2018",1 hrs. 25 min.,Gathr,9,"$16,921",2018
"$7,500","$15,900",N/A,-,Kino Lorber,Documentary,Filmworker,5/11,204,Unrated,"May 11, 2018",1 hrs. 34 min.,KL,1,"$16,857",2018
"$4,800","$15,200",N/A,-,Janus Films,Drama,Cold Water (2018 re-release),4/27,205,Unrated,"April 27, 2018",1 hrs. 32 min.,Jan.,1,"$16,123",2018
"$4,400","$14,700",N/A,3/29,Rialto,Crime Drama,Bob Le Flambeur (2017 re-release),1/5,206,Unrated,"January 5, 2018",1 hrs. 40 min.,Rialto,2,"$15,586",2018
"$7,300","$14,700",N/A,-,Indican,Comedy,The Happys,3/16,207,Unrated,"March 16, 2018",1 hrs. 27 min.,Indic.,2,"$15,528",2018
n/a,"$14,600",N/A,-,Idle Wild Films,Documentary,The Judge (2018),4/13,208,Unrated,"April 13, 2018",1 hrs. 22 min.,IWF,3,"$15,501",2018
"$3,600","$13,600",N/A,4/19,A24,Drama,The Last Movie Star,3/30,209,R,"March 30, 2018",1 hrs. 34 min.,A24,5,"$14,410",2018
"$5,700","$12,900",N/A,3/1,FilmRise,Romantic Comedy,The Boy Downstairs,2/16,210,Unrated,"February 16, 2018",1 hrs. 30 min.,FR,1,"$13,638",2018
"$7,500","$12,600",N/A,4/1,China Lion,Comedy / Drama,Shed Skin Papa,3/23,211,Unrated,"March 23, 2018",1 hrs. 40 min.,CL,8,"$13,331",2018
"$2,500","$12,200",N/A,-,CARUSEL,Crime Drama,How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,3/23,212,Unrated,"March 23, 2018",1 hrs. 30 min.,CARUSEL,8,"$12,954",2018
"$4,800","$12,200",N/A,2/15,Kino Lorber,Horror Thriller,Like Me,1/26,213,Unrated,"January 26, 2018",1 hrs. 20 min.,KL,4,"$12,965",2018
"$1,500","$12,200",N/A,-,Music Box Films,Documentary,Our Blood is Wine,3/9,214,Unrated,"March 9, 2018",1 hrs. 18 min.,MBox,5,"$12,877",2018
"$2,700","$11,900",N/A,-,First Run,Documentary,American Socialist: The Life & Times of Eugene Victor Debs,3/2,215,Unrated,"March 2, 2018",1 hrs. 37 min.,FRun,3,"$12,609",2018
"$4,800","$11,900",N/A,-,Cinema Libre Studio,Drama,"Lou Andreas-Salomé, the Audacity to be Free",4/20,216,Unrated,"April 20, 2018",1 hrs. 53 min.,CLS,2,"$12,589",2018
"$5,200","$11,800",N/A,2/8,Film Movement,Comedy,My Art,1/12,217,Unrated,"January 12, 2018",1 hrs. 27 min.,FM,2,"$12,554",2018
"$7,700","$11,500",N/A,3/8,Menemsha,Drama,Let Yourself Go,3/2,218,Unrated,"March 2, 2018",1 hrs. 52 min.,Men.,8,"$12,189",2018
"$2,300","$11,200",N/A,-,Zeitgeist,Documentary,The Doctor from India,4/20,219,Unrated,"April 20, 2018",1 hrs. 29 min.,Zeit.,2,"$11,915",2018
"$11,000","$11,000",N/A,-,Parade Deck Films,Drama,Hannah (2018),3/9,220,Unrated,"March 9, 2018",1 hrs. 35 min.,PDF,2,"$11,700",2018
"$2,300","$10,900",N/A,-,Distrib Films,Drama,This is Our Land,4/18,221,Unrated,"April 18, 2018",1 hrs. 57 min.,Distrib.,2,"$11,567",2018
"$2,100","$10,800",N/A,-,Strand,Drama,Souvenir,3/2,222,Unrated,"March 2, 2018",1 hrs. 30 min.,Strand,3,"$11,411",2018
"$10,600","$10,600",N/A,-,Gravitas Ventures,Thriller,The Assassin's Code,5/11,223,Unrated,"May 11, 2018",1 hrs. 35 min.,Grav.,12,"$11,218",2018
"$4,600","$10,500",N/A,2/25,IronFlix,Comedy,The Wedding Party 2: Destination Dubai,2/14,224,Unrated,"February 14, 2018",1 hrs. 38 min.,IronFlix,2,"$11,140",2018
"$10,000","$10,000",N/A,-,Oscilloscope Pictures,Drama,Sollers Point,5/11,225,R,"May 11, 2018",1 hrs. 42 min.,Osci.,1,"$10,618",2018
"$3,300","$9,800",N/A,2/15,Artmattan Prods.,Documentary,Mama Africa Miriam Makeba,1/19,226,Unrated,"January 19, 2018",1 hrs. 30 min.,Artma,1,"$10,430",2018
"$5,600","$9,500",N/A,-,Cartilage,Drama,Mrs. Hyde,4/27,227,Unrated,"April 27, 2018",1 hrs. 35 min.,Cartilage,1,"$10,085",2018
"$6,600","$9,400",N/A,-,CARUSEL,Action,Furious (Legend of Kolovrat),4/20,228,Unrated,"April 20, 2018",1 hrs. 47 min.,CARUSEL,15,"$9,996",2018
"$3,900","$9,300",N/A,2/22,Magnolia,Comedy / Drama,Please Stand By,1/26,229,PG-13,"January 26, 2018",1 hrs. 33 min.,Magn.,7,"$9,868",2018
"$4,600","$9,100",N/A,-,Indican,Drama / Thriller,Jet Trash,4/27,230,Unrated,"April 27, 2018",1 hrs. 25 min.,Indic.,2,"$9,590",2018
"$8,700","$8,700",N/A,-,Good Deed,Documentary,Always at the Carlyle,5/11,231,PG-13,"May 11, 2018",N/A,Good Deed,1,"$9,239",2018
"$8,500","$8,500",N/A,-,Parade Deck Films,Animation,Zoo Wars,4/27,232,G,"April 27, 2018",1 hrs. 15 min.,PDF,12,"$8,998",2018
"$8,500","$8,500",N/A,2/25,Gravitas Ventures,Documentary,Survivors Guide to Prison,2/23,233,Unrated,"February 23, 2018",1 hrs. 42 min.,Grav.,4,"$8,982",2018
"$3,800","$8,200",$1.2 million,-,Hannover House,Horror Thriller,Blood Feast,4/6,234,Unrated,"April 6, 2018",1 hrs. 36 min.,Hann.,3,"$8,708",2018
"$3,200","$8,000",N/A,-,Cinema Guild,Documentary,El Mar La Mar,2/23,235,Unrated,"February 23, 2018",1 hrs. 34 min.,CGld,2,"$8,512",2018
n/a,"$7,200",N/A,4/5,Kino Lorber,Action / Adventure,Legend of the Mountain (2017 re-release),2/2,236,Unrated,"February 2, 2018",3 hrs. 4 min.,KL,2,"$7,640",2018
"$4,800","$6,900",N/A,-,Epic Pictures,Horror,The Lodgers,2/23,237,R,"February 23, 2018",1 hrs. 33 min.,EpicPics,17,"$7,362",2018
"$6,800","$6,800",N/A,1/21,Cinema Guild,Documentary,Tall: The American Skyscraper and Louis Sullivan,1/19,238,Unrated,"January 19, 2018",1 hrs. 19 min.,CGld,1,"$7,216",2018
"$2,900","$6,600",N/A,1/18,First Run,Documentary,In the Land of Pomegranates,1/5,239,Unrated,"January 5, 2018",2 hrs. 0 min.,FRun,1,"$7,014",2018
"$2,600","$6,000",N/A,-,The Orchard,Comedy / Drama,Duckbutter,4/27,240,Unrated,"April 27, 2018",1 hrs. 33 min.,Orch.,2,"$6,361",2018
"$5,700","$5,700",N/A,-,Greenwich,Documentary,Mountain,5/11,241,PG,"May 11, 2018",1 hrs. 14 min.,Greenwich,1,"$6,064 (Estimate)",2018
"$3,600","$5,300",N/A,-,First Run,Documentary,Strangers on the Earth,5/4,242,Unrated,"May 4, 2018",1 hrs. 36 min.,FRun,1,"$5,624",2018
"$3,800","$5,200",N/A,3/1,Cleopatra Films,Horror Comedy,Are We Not Cats,2/23,243,Unrated,"February 23, 2018",1 hrs. 17 min.,Cleopatra,2,"$5,518",2018
"$2,900","$4,600",N/A,4/5,Oscilloscope Pictures,Drama,Beauty and the Dogs,3/23,244,Unrated,"March 23, 2018",1 hrs. 40 min.,Osci.,2,"$4,891",2018
"$1,600","$4,500",N/A,-,Film Movement,Drama,Edward II (2018 re-release),5/4,245,R,"May 4, 2018",1 hrs. 27 min.,FM,1,"$4,724Domestic Lifetime Gross: $699,162",2018
"$2,200","$4,300",N/A,1/25,Abramorama,Documentary,Kangaroo,1/19,246,Unrated,"January 19, 2018",1 hrs. 43 min.,Abr.,2,"$4,547",2018
"$2,900","$4,300",N/A,2/1,Well Go USA,Action,Kickboxer Retaliation,1/26,247,R,"January 26, 2018",1 hrs. 50 min.,WGUSA,10,"$4,537",2018
"$3,500","$4,200",N/A,-,Cinema Guild,Comedy / Drama,The Day After,5/11,248,Unrated,"May 11, 2018",1 hrs. 32 min.,CGld,1,"$4,474",2018
"$4,200","$4,100",N/A,2/11,Central Square,Documentary,The Peacemaker (2018),2/9,249,Unrated,"February 9, 2018",1 hrs. 30 min.,Central Squa,1,"$4,400",2018
"$2,000","$3,400",N/A,-,Strand,Drama,The Desert Bride,5/4,250,Unrated,"May 4, 2018",1 hrs. 18 min.,Strand,2,"$3,615",2018
"$3,400","$3,400",N/A,-,Parade Deck Films,Comedy / Drama,FourPlay,3/30,251,Unrated,"March 30, 2018",1 hrs. 18 min.,PDF,2,"$3,550",2018
n/a,"$3,200",N/A,3/29,Cinedigm Entertainment,Horror,Followers,3/23,252,Unrated,"March 23, 2018",1 hrs. 22 min.,Cdgm.,10,"$3,350",2018
n/a,"$2,700",N/A,-,Gathr Films,Drama,Tom of Finland (Gathr Release),2/23,253,Unrated,"February 23, 2018",1 hrs. 55 min.,Gathr,1,"$2,856Domestic Lifetime Gross: $381,152",2018
"$1,200","$2,600",N/A,4/19,Fun Academy,Documentary,Nana,4/13,254,Unrated,"April 13, 2018",1 hrs. 40 min.,FunAcad,1,"$2,784",2018
$900,"$2,500",N/A,3/29,Distrib Films,Documentary,12 Days,3/16,255,Unrated,"March 16, 2018",1 hrs. 27 min.,Distrib.,2,"$2,633",2018
"$2,500","$2,500",N/A,-,First Run,Documentary,ACORN and the Firestorm,4/6,256,Unrated,"April 6, 2018",1 hrs. 24 min.,FRun,1,"$2,621",2018
"$1,100","$1,900",N/A,2/8,IFC,Documentary,Cage Fighter,2/2,257,Not Yet Rated,"February 2, 2018",1 hrs. 21 min.,IFC,2,"$2,027",2018
"$1,000","$1,800",N/A,2/1,Kino Lorber,Documentary,West of the Jordan River,1/26,258,Unrated,"January 26, 2018",1 hrs. 24 min.,KL,1,"$1,926",2018
$600,"$1,700",N/A,-,Gathr Films,Documentary,Finding Happiness,4/6,259,Unrated,"April 6, 2018",1 hrs. 36 min.,Gathr,1,"$1,841",2018
$600,"$1,300",N/A,-,Magnolia,Horror Thriller,Marrowbone,4/13,260,R,"April 13, 2018",1 hrs. 50 min.,Magn.,7,"$1,377",2018
n/a,"$1,300",N/A,-,Gathr Films,Documentary,I Am MLK Jr.,5/3,261,Unrated,"May 3, 2018",N/A,Gathr,1,"$1,332",2018
n/a,"$1,100",N/A,-,Gathr Films,Documentary,Under the Turban,4/25,262,Unrated,"April 25, 2018",1 hrs. 29 min.,Gathr,1,"$1,190",2018
$800,$800,N/A,-,Gathr Films,Animation,The Breadwinner (Gathr Release),4/13,263,PG-13,"April 13, 2018",1 hrs. 34 min.,Gathr,1,"$834Domestic Lifetime Gross: $313,215",2018
$300,$300,N/A,-,Magnolia,Action,Higher Power,5/11,264,R,"May 11, 2018",1 hrs. 33 min.,Magn.,3,$299,2018
