adjusted_opening,adjusted_total_gross,budget,close,distributor,genre,movie_title,open,rank,rating,release_date,runtime,studio,theaters,total_gross,year
"$362,600","$4,590,800",,1/25,Roadside Attractions,Comedy / Drama,Dear White People,10/17,149,R,"October 17, 2014",1 hrs. 40 min.,RAtt.,393,"$4,404,154",2014
"$48,400","$4,429,500",,9/18,Sony Classics,Foreign,The Lunchbox,2/28,150,PG,"February 28, 2014",1 hrs. 44 min.,SPC,165,"$4,235,151",2014
"$133,500","$4,209,400",,1/15,Cohen Media Group,Comedy / Drama,My Old Lady,9/10,151,PG-13,"September 10, 2014",1 hrs. 47 min.,Cohen,273,"$4,013,786",2014
"$113,600","$4,207,000",,4/12,Sony Classics,Drama,Mr. Turner,12/19,152,R,"December 19, 2014",2 hrs. 30 min.,SPC,120,"$3,958,500",2014
"$57,600","$4,020,500",,5/7,Music Box Films,Foreign,Ida,5/2,153,PG-13,"May 2, 2014",1 hrs. 20 min.,MBox,137,"$3,827,060",2014
"$187,700","$3,917,300",,7/17,Millennium Ent.,Comedy,Fading Gigolo,4/18,154,R,"April 18, 2014",1 hrs. 30 min.,MNE,356,"$3,769,873",2014
"$79,400","$3,851,800",,10/16,Fox Searchlight,Comedy / Drama,Calvary,8/1,155,R,"August 1, 2014",1 hrs. 40 min.,FoxS,322,"$3,600,006",2014
"$518,600","$3,844,600",,9/11,Focus Features,Comedy / Drama,Wish I Was Here,7/18,156,R,"July 18, 2014",1 hrs. 54 min.,Focus,753,"$3,591,299",2014
"$1,880,400","$3,832,900",,9/18,Sony / Columbia,Horror Comedy,Ghostbusters (30th Anniversary re-release),8/29,157,PG,"August 29, 2014",,Sony,784,"$3,580,343Domestic Lifetime Gross: $242,212,467",2014
"$143,300","$3,739,400",,9/18,CBS Films,Romantic Comedy,What If (2014),8/8,158,PG-13,"August 8, 2014",1 hrs. 42 min.,CBS,787,"$3,493,000",2014
"$507,300","$3,669,400",,3/19,Roadside Attractions,Foreign,Mommy,9/19,159,R,"September 19, 2014",,RAtt.,83,"$3,494,070",2014
"$336,200","$3,610,000",,9/11,Entertainment One,Comedy,The Grand Seduction,5/30,160,PG-13,"May 30, 2014",1 hrs. 53 min.,EOne,124,"$3,430,018",2014
"$2,160,700","$3,595,700",$6 million,4/24,Warner Bros.,Comedy,Veronica Mars,3/14,161,PG-13,"March 14, 2014",1 hrs. 47 min.,WB,347,"$3,322,127",2014
"$1,921,100","$3,379,200",,11/20,Clarius Entertainment,Thriller,Before I Go To Sleep,10/31,162,R,"October 31, 2014",1 hrs. 32 min.,CE,"1,902","$3,242,457",2014
"$80,300","$3,320,600",,10/9,A24,Comedy,Obvious Child,6/6,163,R,"June 6, 2014",1 hrs. 23 min.,A24,202,"$3,123,963",2014
"$1,203,000","$3,261,300",,1/1,Open Road Films,Drama,Rosewater,11/14,164,R,"November 14, 2014",1 hrs. 43 min.,ORF,371,"$3,128,941",2014
"$76,800","$3,066,200",,11/9,IFC,Comedy,The Trip to Italy,8/15,165,Unrated,"August 15, 2014",,IFC,199,"$2,880,537",2014
"$1,699,100","$3,027,100",,9/25,Freestyle Releasing,Drama,The Identical,9/5,166,PG,"September 5, 2014",1 hrs. 47 min.,Free,"1,956","$2,827,666",2014
"$1,404,000","$3,026,900",,8/28,Open Road Films,Concert,The Fluffy Movie,7/25,167,PG-13,"July 25, 2014",1 hrs. 41 min.,ORF,432,"$2,827,393",2014
"$131,600","$2,933,600",,4/30,Radius-TWC,Documentary,Citizenfour,10/24,168,R,"October 24, 2014",1 hrs. 54 min.,RTWC,105,"$2,800,870",2014
"$1,033,900","$2,901,400",,12/25,Samuel Goldwyn,Family,Kirk Cameron's Saving Christmas,11/14,169,PG,"November 14, 2014",1 hrs. 20 min.,Gold.,410,"$2,783,970",2014
"$1,427,700","$2,874,600",,1/29,Fox,Horror,The Pyramid,12/5,170,R,"December 5, 2014",1 hrs. 29 min.,Fox,685,"$2,756,333",2014
"$876,900","$2,837,900",,1/8,Warner Bros.,Drama,The Good Lie,10/3,171,PG-13,"October 3, 2014",1 hrs. 50 min.,WB,461,"$2,722,209",2014
"$55,100","$2,771,400",,11/6,CJ Entertainment,Foreign,The Admiral: Roaring Currents,8/8,172,Unrated,"August 8, 2014",2 hrs. 7 min.,CJ,45,"$2,589,811",2014
"$317,300","$2,733,100",,8/14,Screenvision,Animation,Dragon Ball Z: Battle of Gods,8/5,173,Unrated,"August 5, 2014",1 hrs. 25 min.,SV,692,"$2,553,002",2014
"$179,600","$2,728,100",,6/19,Sony Classics,Foreign / Action,The Raid 2,3/28,174,R,"March 28, 2014",2 hrs. 28 min.,SPC,954,"$2,627,209",2014
"$138,300","$2,718,100",$13.3 million,8/14,A24,Sci-Fi,Under the Skin (2014),4/4,175,R,"April 4, 2014",1 hrs. 47 min.,A24,176,"$2,614,251",2014
"$1,332,600","$2,653,500",,10/19,FIP,Foreign / Action,Bang Bang,10/2,176,Unrated,"October 2, 2014",2 hrs. 33 min.,FIP,271,"$2,546,172",2014
"$1,147,000","$2,647,100",,8/21,UTV Communications,Foreign,Kick,7/25,177,Unrated,"July 25, 2014",2 hrs. 30 min.,UTV,180,"$2,472,695",2014
"$981,500","$2,554,200",,12/11,Focus Features,Thriller,Kill the Messenger,10/10,178,R,"October 10, 2014",1 hrs. 52 min.,Focus,427,"$2,450,846",2014
"$47,300","$2,540,100",,2/26,Saban Films,Western,The Homesman,11/14,179,R,"November 14, 2014",2 hrs. 2 min.,Saban,222,"$2,429,989",2014
"$35,300","$2,449,000",,4/12,CJ Entertainment,Foreign,Ode to My Father,12/25,180,Unrated,"December 25, 2014",2 hrs. 6 min.,CJ,38,"$2,300,121",2014
"$125,500","$2,404,500",,11/20,Sony Classics,Drama,Love is Strange,8/22,181,R,"August 22, 2014",1 hrs. 38 min.,SPC,138,"$2,262,223",2014
"$1,476,600","$2,373,700",,3/20,Paramount,Comedy,Anchorman 2 (R-Rated Extended Cut),2/28,182,R,"February 28, 2014",2 hrs. 23 min.,Par.,"1,317","$2,184,339Domestic Lifetime Gross: $127,352,707",2014
"$358,100","$2,360,100",,3/2,Shorts International,Unknown,2014 Oscar Nominated Short Films,1/31,183,Unrated,"January 31, 2014",,Shrts.,167,"$2,171,849",2014
"$1,115,200","$2,324,200",,5/29,UTV Communications,Foreign,2 States,4/18,184,Unrated,"April 18, 2014",2 hrs. 15 min.,UTV,137,"$2,238,174",2014
"$47,400","$2,323,100",,7/3,Music Box Films,Romance,Le Week-End,3/14,185,R,"March 14, 2014",1 hrs. 33 min.,MBox,157,"$2,225,098",2014
"$61,300","$2,285,700",,5/15,Roadside Attractions,Foreign,Gloria (2014),1/24,186,R,"January 24, 2014",1 hrs. 50 min.,RAtt.,110,"$2,107,925",2014
"$91,300","$2,273,200",,8/21,Roadside Attractions,Comedy / Drama,Words and Pictures,5/23,187,PG-13,"May 23, 2014",1 hrs. 41 min.,RAtt.,216,"$2,171,257",2014
"$45,800","$2,106,600",,7/3,Weinstein Company,Drama,The Immigrant,5/16,188,R,"May 16, 2014",2 hrs. 0 min.,Wein.,150,"$2,025,328",2014
"$91,400","$1,957,100",$7 million,9/18,Sony Classics,Drama,Only Lovers Left Alive,4/11,189,R,"April 11, 2014",2 hrs. 3 min.,SPC,95,"$1,879,534",2014
"$906,600","$1,935,900",,11/13,A24,Horror,Tusk,9/19,190,R,"September 19, 2014",1 hrs. 42 min.,A24,602,"$1,826,705",2014
"$54,100","$1,800,000",,5/29,Sony Classics,Documentary,Tim's Vermeer,1/31,191,PG-13,"January 31, 2014",,SPC,129,"$1,671,377",2014
"$911,500","$1,668,800",,8/14,Millennium Ent.,Thriller,Persecuted,7/18,192,PG-13,"July 18, 2014",1 hrs. 31 min.,MNE,736,"$1,558,836",2014
"$19,700","$1,610,700",,9/10,Counterpoint Films,Documentary,Awake: The Life of Yogananda,10/10,193,PG,"October 10, 2014",1 hrs. 27 min.,CF&SR,21,"$1,539,680",2014
"$130,900","$1,601,500",,8/28,Radius-TWC,Documentary,Fed Up,5/9,194,PG,"May 9, 2014",1 hrs. 32 min.,RTWC,104,"$1,538,899",2014
"$69,100","$1,575,100",,8/10,IFC,Documentary,Finding Vivian Maier,3/28,195,Unrated,"March 28, 2014",1 hrs. 24 min.,IFC,97,"$1,514,782",2014
"$32,000","$1,527,900",,5/7,IFC,Foreign,"Two Days, One Night",12/24,196,PG-13,"December 24, 2014",1 hrs. 35 min.,IFC,120,"$1,436,243",2014
"$107,100","$1,507,600",,11/20,CBS Films,Comedy / Drama,Pride (2014),9/26,197,R,"September 26, 2014",2 hrs. 0 min.,CBS,124,"$1,446,634",2014
"$748,800","$1,477,800",,2/27,Roadside Attractions,Drama,Gimme Shelter,1/24,198,PG-13,"January 24, 2014",1 hrs. 40 min.,RAtt.,385,"$1,359,910",2014
"$84,100","$1,431,500",,8/14,A24,Thriller,Locke,4/25,199,R,"April 25, 2014",1 hrs. 25 min.,A24,121,"$1,375,769",2014
"$24,300","$1,424,000",,3/5,Magnolia,Foreign,Force Majeure,10/24,200,R,"October 24, 2014",1 hrs. 58 min.,Magn.,68,"$1,359,497",2014
"$913,400","$1,374,100",,2/13,Eros,Foreign,Jai Ho,1/24,201,Unrated,"January 24, 2014",2 hrs. 15 min.,Eros,195,"$1,264,515",2014
"$700,200","$1,318,900",,9/18,Eros,Foreign / Action,Singham Returns,8/15,202,Unrated,"August 15, 2014",2 hrs. 22 min.,Eros,127,"$1,232,018",2014
"$544,700","$1,292,700",,3/27,Lionsgate,Horror Thriller,Repentance,2/28,203,R,"February 28, 2014",1 hrs. 30 min.,LGF,157,"$1,189,612",2014
"$170,400","$1,240,700",,10/19,Triumph,Horror Thriller,The Remaining,9/5,204,PG-13,"September 5, 2014",1 hrs. 27 min.,Triu,85,"$1,169,603",2014
"$43,700","$1,173,300",,12/18,Relativity,Drama,Hector And The Search For Happiness,9/19,205,R,"September 19, 2014",1 hrs. 54 min.,Rela.,183,"$1,124,445",2014
"$72,000","$1,164,800",$12 million,8/21,A24,Drama,The Rover,6/13,206,R,"June 13, 2014",1 hrs. 42 min.,A24,608,"$1,114,423",2014
"$15,800","$1,160,400",,3/15,Sony Classics,Foreign,Leviathan (2014),12/25,207,R,"December 25, 2014",2 hrs. 20 min.,SPC,80,"$1,092,800",2014
"$344,600","$1,154,400",,12/10,Liberty Studios,Drama,Walking with the Enemy,4/25,208,PG-13,"April 25, 2014",2 hrs. 4 min.,LS,258,"$1,112,592",2014
"$436,600","$1,150,300",,1/8,A24,Thriller,The Captive,9/5,209,Unrated,"September 5, 2014",1 hrs. 52 min.,A24,133,"$1,075,178",2014
"$85,300","$1,120,200",,10/16,Ten Furlongs,Drama,50 to 1,3/21,210,PG-13,"March 21, 2014",1 hrs. 50 min.,10F,133,"$1,064,454",2014
"$77,300","$1,112,000",,12/18,A24,Romantic Comedy,Laggies,10/24,211,R,"October 24, 2014",1 hrs. 40 min.,A24,306,"$1,066,981",2014
"$555,100","$1,100,800",,4/6,Sony / Columbia,Foreign,Stalingrad (2014),2/28,212,R,"February 28, 2014",2 hrs. 11 min.,Sony,308,"$1,013,945",2014
"$529,500","$1,092,300",,10/30,UTV Communications,Foreign,Haider,10/2,213,Unrated,"October 2, 2014",2 hrs. 40 min.,UTV,119,"$1,048,143",2014
"$40,300","$1,091,700",,9/25,Sony Classics,Romance,Third Person,6/20,214,R,"June 20, 2014",2 hrs. 10 min.,SPC,227,"$1,021,398",2014
"$17,600","$1,078,600",,5/15,A24,Thriller,Enemy,3/14,215,R,"March 14, 2014",1 hrs. 30 min.,A24,120,"$1,008,726",2014
"$608,700","$1,052,200",,10/23,Samuel Goldwyn,Music Drama,The Song,9/26,216,PG-13,"September 26, 2014",1 hrs. 52 min.,Gold.,340,"$1,009,620",2014
"$31,300","$1,014,700",,3/12,IFC,Horror,The Babadook,11/28,217,Unrated,"November 28, 2014",1 hrs. 32 min.,IFC,80,"$964,413",2014
"$633,200","$1,001,100",,3/27,Eros,Foreign,Shaadi Ke Side Effects,2/28,218,Unrated,"February 28, 2014",2 hrs. 33 min.,Eros,108,"$921,277",2014
"$58,600","$921,300",,6/29,Abramorama,Documentary,Particle Fever,3/5,219,Unrated,"March 5, 2014",1 hrs. 39 min.,Abr.,27,"$869,838",2014
"$22,800","$908,600",,5/28,GKIDS,Animation,Song of the Sea,12/19,220,PG,"December 19, 2014",1 hrs. 33 min.,GK,48,"$857,522",2014
"$578,000","$906,700",,10/23,Lionsgate,Foreign / Horror,Mas Negro Que La Noche,9/26,221,R,"September 26, 2014",,LGF,178,"$870,063",2014
"$493,700","$905,100",,10/2,Atlas Distribution,Drama,Atlas Shrugged Part III: Who Is John Galt?,9/12,222,PG-13,"September 12, 2014",,ADC,242,"$846,704",2014
"$140,700","$867,400",,10/16,Magnolia,Documentary,Life Itself,7/4,223,R,"July 4, 2014",1 hrs. 56 min.,Magn.,100,"$810,454",2014
"$677,500","$849,700",,11/6,Lionsgate,Horror,Saw 10th Anniversary,10/31,224,R,"October 31, 2014",1 hrs. 43 min.,LGF,"2,063","$815,324Domestic Lifetime Gross: $56,000,369",2014
"$605,600","$848,600",,6/5,Eros,Foreign,Kochadaiiyaan,5/23,225,Unrated,"May 23, 2014",1 hrs. 50 min.,Eros,161,"$817,192",2014
"$172,100","$827,800",,6/19,Magnolia,Drama,Nymphomaniac: Volume I,3/21,226,Unrated,"March 21, 2014",1 hrs. 57 min.,Magn.,59,"$785,896",2014
"$239,900","$810,700",,11/20,China Lion,Foreign,Breakup Buddies,10/3,227,Unrated,"October 3, 2014",1 hrs. 56 min.,CL,24,"$777,896",2014
"$65,900","$798,000",,9/11,Tribeca Film,Drama,Palo Alto,5/9,228,R,"May 9, 2014",1 hrs. 38 min.,Trib.,57,"$767,732",2014
"$430,000","$782,100",,7/10,Eros,Foreign / Action,Ek Villain,6/27,229,Unrated,"June 27, 2014",2 hrs. 9 min.,Eros,104,"$730,530",2014
"$36,700","$777,700",,11/13,Sony Classics,Comedy,Land Ho!,7/11,230,R,"July 11, 2014",1 hrs. 35 min.,SPC,73,"$727,594",2014
"$25,100","$774,300",,9/25,Weinstein Company,Foreign,Yves Saint Laurent,6/25,231,R,"June 25, 2014",1 hrs. 45 min.,Wein.,24,"$723,593",2014
"$369,400","$753,300",,10/5,UTV Communications,Foreign,Khoobsurat,9/19,232,Unrated,"September 19, 2014",2 hrs. 10 min.,UTV,61,"$710,508",2014
"$57,200","$736,200",,3/26,GKIDS,Animation,The Tale of The Princess Kaguya,10/17,233,PG,"October 17, 2014",2 hrs. 17 min.,GK,29,"$703,232",2014
"$50,000","$735,700",,10/30,Paramount,Drama,"Men, Women & Children",10/1,234,R,"October 1, 2014",,Par.,608,"$705,908",2014
"$410,000","$734,000",,6/15,Reliance Big Pictures,Foreign / Action,Holiday (2014),6/6,235,Unrated,"June 6, 2014",2 hrs. 41 min.,Relbig.,144,"$706,893",2014
"$364,100","$722,600",,5/1,Lionsgate,Drama,Frankie & Alice (2014),4/4,236,R,"April 4, 2014",1 hrs. 41 min.,LGF,171,"$695,876Domestic Lifetime Gross: $706,546",2014
"$144,500","$706,900",,-,Five & Two Pictures,Drama,A Matter of Faith,10/17,237,PG,"October 17, 2014",1 hrs. 28 min.,5&2,52,"$680,113",2014
"$366,200","$702,000",,3/6,Reliance Big Pictures,Foreign,Hasee Toh Phasee,2/7,238,Unrated,"February 7, 2014",2 hrs. 20 min.,Relbig.,88,"$646,035",2014
"$17,200","$689,100",,12/11,Magnolia,Comedy / Drama,Frank,8/15,239,R,"August 15, 2014",1 hrs. 35 min.,Magn.,75,"$645,186",2014
"$39,100","$675,300",,7/31,Sony Classics,Documentary,Jodorowsky's Dune,3/21,240,PG-13,"March 21, 2014",1 hrs. 30 min.,SPC,61,"$647,280",2014
"$396,400","$665,100",,9/18,Eros,Foreign,Mary Kom,9/5,241,Unrated,"September 5, 2014",2 hrs. 2 min.,Eros,139,"$621,300",2014
"$551,800","$659,100",,9/18,FIP,Foreign,Finding Fanny,9/12,242,Unrated,"September 12, 2014",1 hrs. 42 min.,FIP,121,"$615,691",2014
"$161,600","$627,700",,7/17,Focus Features,Sci-Fi Thriller,The Signal (2014),6/13,243,PG-13,"June 13, 2014",1 hrs. 35 min.,Focus,204,"$600,896",2014
"$71,700","$622,300",,11/6,Weinstein Company,Drama,The Disappearance of Eleanor Rigby,9/12,244,R,"September 12, 2014",2 hrs. 2 min.,Wein.,139,"$587,774",2014
"$234,800","$605,500",,3/2,Well Go USA,Foreign,The Attorney,2/7,245,Unrated,"February 7, 2014",2 hrs. 7 min.,WGUSA,27,"$557,236",2014
"$426,700","$597,000",,9/11,Paramount,Drama,Forrest Gump (IMAX),9/5,246,PG-13,"September 5, 2014",,Par.,337,"$557,683Domestic Lifetime Gross: $330,252,182",2014
"$215,300","$594,700",,1/15,China Lion,Foreign,Back in Time (Congcong Nanian),12/12,247,Unrated,"December 12, 2014",,CL,20,"$569,280",2014
"$355,000","$575,000",,3/16,UTV Communications,Foreign,Highway (2014),2/21,248,Unrated,"February 21, 2014",2 hrs. 12 min.,UTV,97,"$529,136",2014
"$351,300","$572,300",,11/20,Ocean Avenue Entertainment,Sports Drama,23 Blast,10/24,249,PG-13,"October 24, 2014",1 hrs. 38 min.,OAE,617,"$549,185",2014
"$334,400","$565,900",,11/23,Hannover House,Documentary,On Any Sunday: The Next Chapter,11/7,250,PG,"November 7, 2014",1 hrs. 30 min.,Hann.,231,"$543,044",2014
"$236,100","$551,300",,7/20,Janus Films,Musical,A Hard Day's Night (2014 re-release),7/4,251,G,"July 4, 2014",1 hrs. 27 min.,Jan.,136,"$515,005",2014
"$51,400","$549,100",,10/16,Radius-TWC,Romantic Comedy,The One I Love,8/22,252,R,"August 22, 2014",1 hrs. 31 min.,RTWC,82,"$513,447",2014
"$30,400","$543,600",,5/15,Fox Searchlight,Crime,Dom Hemingway,4/2,253,R,"April 2, 2014",1 hrs. 33 min.,FoxS,129,"$523,511",2014
"$23,100","$532,400",,11/27,Weinstein Company,Drama,Tracks (2014),9/19,254,PG-13,"September 19, 2014",1 hrs. 42 min.,Wein.,67,"$510,007",2014
"$46,200","$528,900",,12/25,Magnolia,Thriller,The Two Faces of January,9/26,255,PG-13,"September 26, 2014",1 hrs. 38 min.,Magn.,59,"$507,463",2014
,"$517,600",,9/10,Kino Lorber,Foreign,A Girl Walks Home Alone at Night,11/21,256,Unrated,"November 21, 2014",1 hrs. 39 min.,KL,19,"$491,910",2014
"$32,700","$489,400",,2/26,American Experience Films,Documentary,Last Days in Vietnam,9/5,257,Unrated,"September 5, 2014",1 hrs. 38 min.,AEF,25,"$466,114",2014
"$288,600","$482,700",,3/6,Roadside Attractions,Romantic Thriller,In Secret,2/21,258,R,"February 21, 2014",,RAtt.,266,"$444,179",2014
"$152,300","$465,400",,3/27,China Lion,Foreign,Beijing Love Story,2/14,259,Unrated,"February 14, 2014",2 hrs. 2 min.,CL,12,"$428,318",2014
"$154,900","$460,500",,10/16,China Lion,Foreign,But Always (Yi Sheng Yi Shi),9/5,260,Unrated,"September 5, 2014",1 hrs. 46 min.,CL,20,"$430,760",2014
"$41,900","$444,500",,7/31,IFC,Drama / Thriller,Cold in July,5/23,261,R,"May 23, 2014",1 hrs. 40 min.,IFC,73,"$427,418",2014
"$10,900","$444,000",,10/22,International Film Circuit,Documentary,She's Beautiful When She's Angry,12/5,262,Unrated,"December 5, 2014",1 hrs. 32 min.,ICir,19,"$421,573",2014
"$27,900","$442,800",,10/5,Well Go USA,Foreign,The Pirates,9/5,263,Unrated,"September 5, 2014",2 hrs. 10 min.,WGUSA,25,"$415,775",2014
"$35,600","$434,500",,6/19,Samuel Goldwyn,Foreign,The German Doctor,4/25,264,PG-13,"April 25, 2014",1 hrs. 33 min.,Gold.,39,"$418,392",2014
,"$410,700",,4/23,Kino Lorber,Foreign,Goodbye to Language,10/24,265,Unrated,"October 24, 2014",1 hrs. 10 min.,KL,7,"$390,099",2014
"$406,800","$406,800",,7/13,Reliance Big Pictures,Foreign,Humpty Sharma Ki Dulhania,7/11,266,Unrated,"July 11, 2014",2 hrs. 13 min.,Relbig.,101,"$380,011",2014
"$25,700","$398,700",,8/10,IFC,Drama,Venus in Fur,6/20,267,Unrated,"June 20, 2014",1 hrs. 36 min.,IFC,45,"$373,605",2014
"$77,200","$391,600",,1/11,China Lion,Foreign,Women Who Flirt (Sajiao Nvren),11/26,268,Unrated,"November 26, 2014",,CL,27,"$375,495",2014
"$109,900","$387,700",,5/22,Roadside Attractions,Drama,Joe (2014),4/11,269,R,"April 11, 2014",1 hrs. 57 min.,RAtt.,48,"$373,375",2014
"$170,600","$386,900",,3/2,Adopt Films,Foreign,Omar,2/21,270,Unrated,"February 21, 2014",1 hrs. 36 min.,AF,53,"$356,000",2014
"$90,400","$380,900",,1/1,Area23a,Documentary,Glen Campbell... I'll Be Me,10/24,271,PG,"October 24, 2014",1 hrs. 45 min.,A23,18,"$365,422",2014
"$26,800","$371,700",,4/24,IFC,Drama,The Face of Love,3/7,272,PG-13,"March 7, 2014",1 hrs. 32 min.,IFC,42,"$350,006",2014
"$11,700","$366,200",,8/17,Cohen Media Group,Foreign,Le Chef,6/20,273,PG-13,"June 20, 2014",1 hrs. 24 min.,Cohen,19,"$342,667",2014
"$17,400","$362,000",,4/3,IFC,Foreign,"Like Father, Like Son (2014)",1/17,274,Unrated,"January 17, 2014",2 hrs. 1 min.,IFC,35,"$334,616",2014
"$29,600","$360,200",,8/21,Fox Searchlight,Drama,I Origins,7/18,275,R,"July 18, 2014",1 hrs. 53 min.,FoxS,122,"$336,472",2014
"$103,900","$355,300",,10/16,Xlrator Media,Music Drama,Jimi: All Is By My Side,9/26,276,R,"September 26, 2014",1 hrs. 58 min.,XL,75,"$340,911",2014
"$24,400","$352,800",,7/17,Cohen Media Group,Foreign,Chinese Puzzle,5/16,277,R,"May 16, 2014",1 hrs. 57 min.,Cohen,29,"$338,523",2014
"$30,000","$352,700",,5/8,Strand,Foreign,Stranger By the Lake,1/24,278,Unrated,"January 24, 2014",1 hrs. 40 min.,Strand,16,"$325,196",2014
"$30,300","$352,100",,4/24,IFC,Documentary,Elaine Stritch: Shoot Me,2/21,279,Unrated,"February 21, 2014",1 hrs. 21 min.,IFC,41,"$327,452",2014
"$90,500","$351,100",,10/26,Picturehouse (II),Thriller,The Guest (2014),9/17,280,R,"September 17, 2014",1 hrs. 39 min.,PH,53,"$332,890",2014
"$77,900","$339,700",,6/19,Magnolia,Drama,Nymphomaniac: Volume II,4/4,281,Unrated,"April 4, 2014",2 hrs. 4 min.,Magn.,31,"$327,167",2014
"$11,400","$333,900",,5/15,Cohen Media Group,Foreign,On My Way,3/14,282,Unrated,"March 14, 2014",1 hrs. 56 min.,Cohen,32,"$317,324",2014
"$17,100","$328,500",,10/2,Music Box Films,Foreign,A Five Star Life,7/18,283,Unrated,"July 18, 2014",1 hrs. 25 min.,MBox,20,"$306,917",2014
"$207,100","$327,000",,12/11,Eros,Foreign,Happy Ending,11/21,284,Unrated,"November 21, 2014",,Eros,129,"$313,770",2014
"$6,200","$325,000",,7/2,Proud Mother Pictures,Documentary,I Am Eleven,9/12,285,Unrated,"September 12, 2014",1 hrs. 34 min.,Proud,16,"$310,116",2014
"$27,600","$324,900",,7/31,Freestyle Releasing,Documentary,The Hornet's Nest,5/9,286,R,"May 9, 2014",1 hrs. 33 min.,Free,57,"$312,706",2014
"$28,400","$324,100",,11/13,Drafthouse,Foreign,Mood Indigo,7/18,287,Unrated,"July 18, 2014",1 hrs. 34 min.,Drft.,37,"$303,187",2014
"$251,800","$314,800",,9/18,JSC Entertainment,Fantasy,Innocence (2014),9/5,288,PG-13,"September 5, 2014",1 hrs. 34 min.,JSC,490,"$294,039",2014
"$27,600","$308,900",,9/18,Samuel Goldwyn,Drama,The Last of Robin Hood,8/29,289,R,"August 29, 2014",1 hrs. 34 min.,Gold.,78,"$288,545",2014
"$25,700","$308,000",,8/28,Abkco Films,Foreign,The Dance of Reality,5/23,290,Unrated,"May 23, 2014",2 hrs. 6 min.,Abk.,15,"$293,680",2014
"$33,600","$303,300",,3/26,Music Box Films,Documentary,Antarctica: A Year on Ice,11/28,291,PG,"November 28, 2014",1 hrs. 31 min.,MBox,30,"$288,757",2014
"$129,400","$300,800",,9/25,Well Go USA,Foreign,Kundo: Age of the Rampant,8/29,292,Unrated,"August 29, 2014",2 hrs. 15 min.,WGUSA,28,"$280,958",2014
"$68,000","$298,000",,1/1,Millennium Ent.,Romantic Comedy,Elsa & Fred (2014),11/7,293,PG-13,"November 7, 2014",1 hrs. 37 min.,MNE,34,"$285,863",2014
"$29,800","$292,600",,1/15,Drafthouse,Documentary,"20,000 Days on Earth",9/17,294,Unrated,"September 17, 2014",1 hrs. 37 min.,Drft.,28,"$279,558",2014
"$70,800","$287,700",,1/29,China Lion,Foreign,Love on the Cloud (Wei Ai),12/24,295,Unrated,"December 24, 2014",2 hrs. 15 min.,CL,17,"$271,734",2014
"$66,800","$287,100",,7/3,Radius-TWC,Documentary,The Unknown Known,4/4,296,PG-13,"April 4, 2014",1 hrs. 42 min.,RTWC,80,"$276,497",2014
"$168,600","$285,100",,4/24,Eros,Foreign,Main Tera Hero,4/4,297,Unrated,"April 4, 2014",1 hrs. 40 min.,Eros,77,"$274,579",2014
"$22,300","$284,200",,9/25,Cinedigm Entertainment,Thriller,Night Moves,5/30,298,R,"May 30, 2014",1 hrs. 52 min.,Cdgm.,56,"$271,755",2014
"$111,700","$284,200",,9/25,Roadside Attractions,Comedy,Life of Crime,8/29,299,R,"August 29, 2014",1 hrs. 34 min.,RAtt.,37,"$265,452",2014
"$14,200","$276,900",,5/1,GKIDS,Animation,Ernest & Celestine,2/28,300,PG,"February 28, 2014",1 hrs. 20 min.,GK,39,"$262,075",2014
"$27,400","$276,800",,6/22,Ketchup Entertainment,Comedy,The Love Punch,5/23,301,PG-13,"May 23, 2014",1 hrs. 35 min.,KE,121,"$266,588",2014
"$7,700","$274,000",,10/30,Bond/360,Documentary,Alive Inside,7/18,302,Unrated,"July 18, 2014",1 hrs. 14 min.,B360,20,"$256,682",2014
"$89,700","$272,200",,10/23,Amplify,Sci-Fi,The Zero Theorem,9/19,303,R,"September 19, 2014",1 hrs. 47 min.,Ampl.,63,"$257,706",2014
"$35,000","$271,900",,11/27,Music Box Films,Documentary,The Green Prince,9/12,304,PG-13,"September 12, 2014",1 hrs. 35 min.,MBox,24,"$258,237",2014
"$33,900","$268,300",,6/26,Radius-TWC,Thriller,Blue Ruin,4/25,305,R,"April 25, 2014",1 hrs. 30 min.,RTWC,61,"$258,384",2014
"$179,000","$267,700",,12/18,Eros,Foreign,Action Jackson (2014),12/5,306,Unrated,"December 5, 2014",2 hrs. 24 min.,Eros,125,"$256,872",2014
"$10,500","$266,700",,3/26,Zipporah Films,Documentary,National Gallery,11/5,307,Unrated,"November 5, 2014",3 hrs. 3 min.,Zipp.,15,"$253,941",2014
"$22,700","$265,400",,12/4,IFC,Foreign,The Blue Room,10/3,308,R,"October 3, 2014",1 hrs. 15 min.,IFC,42,"$254,666",2014
"$25,800","$263,200",,10/23,CJ Entertainment,Foreign,Tazza: The Hidden Card,9/19,309,Unrated,"September 19, 2014",2 hrs. 27 min.,CJ,11,"$251,555",2014
"$5,400","$256,700",,7/20,Zeitgeist,Documentary,The Galapagos Affair: Satan Came to Eden,4/4,310,Unrated,"April 4, 2014",2 hrs. 0 min.,Zeit.,15,"$247,159",2014
"$160,500","$252,300",,8/14,DisruptiveLA,Documentary,James Cameron's Deepsea Challenge 3D,8/8,311,PG,"August 8, 2014",1 hrs. 31 min.,DLA,304,"$235,659",2014
